id_edificacion,tipo_resultado,area_lidar_m2,area_catastro_m2,area_discrepancia_m2,porcentaje_coincidencia,diferencia_superficies_m2,distancia_centroides_m
CAT_1129,posible_demolicion,0.0,5.01,5.01,0.0,-5.01,0.0
CAT_1130,posible_demolicion,0.0,13.21,13.21,0.0,-13.21,0.0
CAT_1131,posible_demolicion,0.0,80.9,80.9,0.0,-80.9,0.0
CAT_1132,posible_demolicion,0.0,14.19,14.19,0.0,-14.19,0.0
CAT_1133,posible_demolicion,0.0,40.54,40.54,0.0,-40.54,0.0
CAT_1134,posible_demolicion,0.0,86.51,86.51,0.0,-86.51,0.0
CAT_1135,posible_demolicion,0.0,16.25,16.25,0.0,-16.25,0.0
CAT_1136,posible_demolicion,0.0,96.66,96.66,0.0,-96.66,0.0
CAT_1137,posible_demolicion,0.0,42.23,42.23,0.0,-42.23,0.0
CAT_1138,posible_demolicion,0.0,3.02,3.02,0.0,-3.02,0.0
CAT_1139,posible_demolicion,0.0,26.22,26.22,0.0,-26.22,0.0
CAT_1140,posible_demolicion,0.0,8.89,8.89,0.0,-8.89,0.0
CAT_1141,posible_demolicion,0.0,28.59,28.59,0.0,-28.59,0.0
CAT_1142,posible_demolicion,0.0,33.66,33.66,0.0,-33.66,0.0
CAT_1143,posible_demolicion,0.0,22.85,22.85,0.0,-22.85,0.0
CAT_1144,posible_demolicion,0.0,69.29,69.29,0.0,-69.29,0.0
CAT_1145,posible_demolicion,0.0,57.63,57.63,0.0,-57.63,0.0
CAT_1146,posible_demolicion,0.0,17.16,17.16,0.0,-17.16,0.0
CAT_1147,posible_demolicion,0.0,42.48,42.48,0.0,-42.48,0.0
CAT_1148,posible_demolicion,0.0,50.56,50.56,0.0,-50.56,0.0
CAT_1149,posible_demolicion,0.0,17.69,17.69,0.0,-17.69,0.0
CAT_1150,posible_demolicion,0.0,70.06,70.06,0.0,-70.06,0.0
CAT_1151,posible_demolicion,0.0,123.7,123.7,0.0,-123.7,0.0
CAT_1152,posible_demolicion,0.0,15.75,15.75,0.0,-15.75,0.0
CAT_1153,posible_demolicion,0.0,3.74,3.74,0.0,-3.74,0.0
CAT_1154,posible_demolicion,0.0,53.46,53.46,0.0,-53.46,0.0
CAT_1155,posible_demolicion,0.0,1.13,1.13,0.0,-1.13,0.0
CAT_1156,posible_demolicion,0.0,2.12,2.12,0.0,-2.12,0.0
CAT_1157,posible_demolicion,0.0,0.97,0.97,0.0,-0.97,0.0
CAT_1158,posible_demolicion,0.0,5.0,5.0,0.0,-5.0,0.0
CAT_1159,posible_demolicion,0.0,35.3,35.3,0.0,-35.3,0.0
CAT_1160,posible_demolicion,0.0,57.97,57.97,0.0,-57.97,0.0
CAT_1161,posible_demolicion,0.0,11.84,11.84,0.0,-11.84,0.0
CAT_1162,posible_demolicion,0.0,141.07,141.07,0.0,-141.07,0.0
CAT_1163,posible_demolicion,0.0,226.79,226.79,0.0,-226.79,0.0
CAT_1164,posible_demolicion,0.0,9.22,9.22,0.0,-9.22,0.0
CAT_1165,posible_demolicion,0.0,9.22,9.22,0.0,-9.22,0.0
CAT_1166,posible_demolicion,0.0,8.99,8.99,0.0,-8.99,0.0
CAT_1167,posible_demolicion,0.0,11.48,11.48,0.0,-11.48,0.0
CAT_1168,posible_demolicion,0.0,232.88,232.88,0.0,-232.88,0.0
CAT_1169,posible_demolicion,0.0,11.44,11.44,0.0,-11.44,0.0
CAT_1170,posible_demolicion,0.0,11.48,11.48,0.0,-11.48,0.0
CAT_1171,posible_demolicion,0.0,11.45,11.45,0.0,-11.45,0.0
CAT_1172,posible_demolicion,0.0,67.97,67.97,0.0,-67.97,0.0
CAT_1173,posible_demolicion,0.0,46.31,46.31,0.0,-46.31,0.0
CAT_1174,posible_demolicion,0.0,44.41,44.41,0.0,-44.41,0.0
CAT_1175,posible_demolicion,0.0,119.82,119.82,0.0,-119.82,0.0
CAT_1176,posible_demolicion,0.0,44.27,44.27,0.0,-44.27,0.0
CAT_1177,posible_demolicion,0.0,44.79,44.79,0.0,-44.79,0.0
CAT_1178,posible_demolicion,0.0,210.75,210.75,0.0,-210.75,0.0
CAT_1179,posible_demolicion,0.0,9.3,9.3,0.0,-9.3,0.0
CAT_1180,posible_demolicion,0.0,9.44,9.44,0.0,-9.44,0.0
CAT_1181,posible_demolicion,0.0,143.05,143.05,0.0,-143.05,0.0
CAT_1182,posible_demolicion,0.0,15.6,15.6,0.0,-15.6,0.0
CAT_1183,posible_demolicion,0.0,82.77,82.77,0.0,-82.77,0.0
CAT_1184,posible_demolicion,0.0,27.99,27.99,0.0,-27.99,0.0
CAT_1185,posible_demolicion,0.0,59.41,59.41,0.0,-59.41,0.0
CAT_1186,posible_demolicion,0.0,6.33,6.33,0.0,-6.33,0.0
CAT_1187,posible_demolicion,0.0,3.53,3.53,0.0,-3.53,0.0
CAT_1188,posible_demolicion,0.0,24.9,24.9,0.0,-24.9,0.0
CAT_1189,posible_demolicion,0.0,3.54,3.54,0.0,-3.54,0.0
CAT_1190,posible_demolicion,0.0,43.16,43.16,0.0,-43.16,0.0
CAT_1191,posible_demolicion,0.0,42.67,42.67,0.0,-42.67,0.0
CAT_1192,posible_demolicion,0.0,32.05,32.05,0.0,-32.05,0.0
CAT_1193,posible_demolicion,0.0,35.51,35.51,0.0,-35.51,0.0
CAT_1194,posible_demolicion,0.0,18.96,18.96,0.0,-18.96,0.0
CAT_1195,posible_demolicion,0.0,18.28,18.28,0.0,-18.28,0.0
CAT_1196,posible_demolicion,0.0,635.94,635.94,0.0,-635.94,0.0
CAT_1197,posible_demolicion,0.0,7.66,7.66,0.0,-7.66,0.0
CAT_1198,posible_demolicion,0.0,227.13,227.13,0.0,-227.13,0.0
CAT_1199,posible_demolicion,0.0,3.56,3.56,0.0,-3.56,0.0
CAT_1200,posible_demolicion,0.0,23.91,23.91,0.0,-23.91,0.0
CAT_1201,posible_demolicion,0.0,338.45,338.45,0.0,-338.45,0.0
CAT_1202,posible_demolicion,0.0,21.16,21.16,0.0,-21.16,0.0
CAT_1203,posible_demolicion,0.0,752.16,752.16,0.0,-752.16,0.0
CAT_1204,posible_demolicion,0.0,263.36,263.36,0.0,-263.36,0.0
CAT_1205,posible_demolicion,0.0,10.55,10.55,0.0,-10.55,0.0
CAT_1206,posible_demolicion,0.0,9.36,9.36,0.0,-9.36,0.0
CAT_1207,posible_demolicion,0.0,240.79,240.79,0.0,-240.79,0.0
CAT_1208,posible_demolicion,0.0,13.43,13.43,0.0,-13.43,0.0
CAT_1209,posible_demolicion,0.0,195.19,195.19,0.0,-195.19,0.0
CAT_1210,posible_demolicion,0.0,9.2,9.2,0.0,-9.2,0.0
CAT_1211,posible_demolicion,0.0,27.02,27.02,0.0,-27.02,0.0
CAT_1212,posible_demolicion,0.0,2.05,2.05,0.0,-2.05,0.0
CAT_1213,posible_demolicion,0.0,9.61,9.61,0.0,-9.61,0.0
CAT_1214,posible_demolicion,0.0,7.61,7.61,0.0,-7.61,0.0
CAT_1215,posible_demolicion,0.0,47.46,47.46,0.0,-47.46,0.0
CAT_1216,posible_demolicion,0.0,85.13,85.13,0.0,-85.13,0.0
CAT_1217,posible_demolicion,0.0,224.37,224.37,0.0,-224.37,0.0
CAT_1218,posible_demolicion,0.0,32.36,32.36,0.0,-32.36,0.0
CAT_1219,posible_demolicion,0.0,12.87,12.87,0.0,-12.87,0.0
CAT_1220,posible_demolicion,0.0,171.54,171.54,0.0,-171.54,0.0
CAT_1221,posible_demolicion,0.0,9.34,9.34,0.0,-9.34,0.0
CAT_1222,posible_demolicion,0.0,22.74,22.74,0.0,-22.74,0.0
CAT_1223,posible_demolicion,0.0,18.6,18.6,0.0,-18.6,0.0
CAT_1224,posible_demolicion,0.0,96.05,96.05,0.0,-96.05,0.0
CAT_1225,posible_demolicion,0.0,9.54,9.54,0.0,-9.54,0.0
CAT_1226,posible_demolicion,0.0,20.44,20.44,0.0,-20.44,0.0
CAT_1227,posible_demolicion,0.0,9.8,9.8,0.0,-9.8,0.0
CAT_1228,posible_demolicion,0.0,9.1,9.1,0.0,-9.1,0.0
CAT_1229,posible_demolicion,0.0,12.14,12.14,0.0,-12.14,0.0
CAT_1230,posible_demolicion,0.0,46.75,46.75,0.0,-46.75,0.0
CAT_1231,posible_demolicion,0.0,84.42,84.42,0.0,-84.42,0.0
CAT_1232,posible_demolicion,0.0,55.43,55.43,0.0,-55.43,0.0
CAT_1233,posible_demolicion,0.0,15.99,15.99,0.0,-15.99,0.0
CAT_1234,posible_demolicion,0.0,9.75,9.75,0.0,-9.75,0.0
CAT_1235,posible_demolicion,0.0,15.14,15.14,0.0,-15.14,0.0
CAT_1236,posible_demolicion,0.0,197.42,197.42,0.0,-197.42,0.0
CAT_1237,posible_demolicion,0.0,534.1,534.1,0.0,-534.1,0.0
CAT_1238,posible_demolicion,0.0,51.68,51.68,0.0,-51.68,0.0
CAT_1239,posible_demolicion,0.0,22.55,22.55,0.0,-22.55,0.0
CAT_1240,posible_demolicion,0.0,36.34,36.34,0.0,-36.34,0.0
CAT_1241,posible_demolicion,0.0,14.95,14.95,0.0,-14.95,0.0
CAT_1242,posible_demolicion,0.0,15.71,15.71,0.0,-15.71,0.0
CAT_1243,posible_demolicion,0.0,15.42,15.42,0.0,-15.42,0.0
CAT_1244,posible_demolicion,0.0,321.28,321.28,0.0,-321.28,0.0
CAT_1245,posible_demolicion,0.0,28.31,28.31,0.0,-28.31,0.0
CAT_1246,posible_demolicion,0.0,68.62,68.62,0.0,-68.62,0.0
CAT_1247,posible_demolicion,0.0,14.59,14.59,0.0,-14.59,0.0
CAT_1248,posible_demolicion,0.0,12.36,12.36,0.0,-12.36,0.0
CAT_1249,posible_demolicion,0.0,518.83,518.83,0.0,-518.83,0.0
CAT_1250,posible_demolicion,0.0,22.71,22.71,0.0,-22.71,0.0
CAT_1251,posible_demolicion,0.0,16.93,16.93,0.0,-16.93,0.0
CAT_1252,posible_demolicion,0.0,15.77,15.77,0.0,-15.77,0.0
CAT_1253,posible_demolicion,0.0,16.68,16.68,0.0,-16.68,0.0
CAT_1254,posible_demolicion,0.0,156.28,156.28,0.0,-156.28,0.0
CAT_1255,posible_demolicion,0.0,9.0,9.0,0.0,-9.0,0.0
CAT_1256,posible_demolicion,0.0,88.09,88.09,0.0,-88.09,0.0
CAT_1257,posible_demolicion,0.0,296.26,296.26,0.0,-296.26,0.0
CAT_1258,posible_demolicion,0.0,32.83,32.83,0.0,-32.83,0.0
CAT_1259,posible_demolicion,0.0,227.81,227.81,0.0,-227.81,0.0
CAT_1260,posible_demolicion,0.0,9.13,9.13,0.0,-9.13,0.0
CAT_1261,posible_demolicion,0.0,4.34,4.34,0.0,-4.34,0.0
CAT_1262,posible_demolicion,0.0,114.31,114.31,0.0,-114.31,0.0
CAT_1263,posible_demolicion,0.0,17.61,17.61,0.0,-17.61,0.0
CAT_1264,posible_demolicion,0.0,21.69,21.69,0.0,-21.69,0.0
CAT_1265,posible_demolicion,0.0,11.23,11.23,0.0,-11.23,0.0
CAT_1266,posible_demolicion,0.0,10.87,10.87,0.0,-10.87,0.0
CAT_1267,posible_demolicion,0.0,2.81,2.81,0.0,-2.81,0.0
CAT_1268,posible_demolicion,0.0,210.28,210.28,0.0,-210.28,0.0
CAT_1269,posible_demolicion,0.0,91.11,91.11,0.0,-91.11,0.0
CAT_1270,posible_demolicion,0.0,10.55,10.55,0.0,-10.55,0.0
CAT_1271,posible_demolicion,0.0,17.11,17.11,0.0,-17.11,0.0
CAT_1272,posible_demolicion,0.0,14.54,14.54,0.0,-14.54,0.0
CAT_1273,posible_demolicion,0.0,12.98,12.98,0.0,-12.98,0.0
CAT_1274,posible_demolicion,0.0,260.56,260.56,0.0,-260.56,0.0
CAT_1275,posible_demolicion,0.0,20.94,20.94,0.0,-20.94,0.0
CAT_1276,posible_demolicion,0.0,18.13,18.13,0.0,-18.13,0.0
CAT_1277,posible_demolicion,0.0,21.25,21.25,0.0,-21.25,0.0
CAT_1278,posible_demolicion,0.0,146.06,146.06,0.0,-146.06,0.0
CAT_1279,posible_demolicion,0.0,20.14,20.14,0.0,-20.14,0.0
CAT_1280,posible_demolicion,0.0,30.33,30.33,0.0,-30.33,0.0
CAT_1281,posible_demolicion,0.0,159.57,159.57,0.0,-159.57,0.0
CAT_1282,posible_demolicion,0.0,45.11,45.11,0.0,-45.11,0.0
CAT_1283,posible_demolicion,0.0,254.26,254.26,0.0,-254.26,0.0
CAT_1284,posible_demolicion,0.0,9.86,9.86,0.0,-9.86,0.0
CAT_1285,posible_demolicion,0.0,77.37,77.37,0.0,-77.37,0.0
CAT_1286,posible_demolicion,0.0,22.62,22.62,0.0,-22.62,0.0
CAT_1287,posible_demolicion,0.0,75.36,75.36,0.0,-75.36,0.0
CAT_1288,posible_demolicion,0.0,3.51,3.51,0.0,-3.51,0.0
CAT_1289,posible_demolicion,0.0,10.04,10.04,0.0,-10.04,0.0
CAT_1290,posible_demolicion,0.0,75.54,75.54,0.0,-75.54,0.0
CAT_1291,posible_demolicion,0.0,4.55,4.55,0.0,-4.55,0.0
CAT_1292,posible_demolicion,0.0,92.61,92.61,0.0,-92.61,0.0
CAT_1293,posible_demolicion,0.0,25.59,25.59,0.0,-25.59,0.0
CAT_1294,posible_demolicion,0.0,11.04,11.04,0.0,-11.04,0.0
CAT_1295,posible_demolicion,0.0,57.67,57.67,0.0,-57.67,0.0
CAT_1296,posible_demolicion,0.0,7.81,7.81,0.0,-7.81,0.0
CAT_1297,posible_demolicion,0.0,58.8,58.8,0.0,-58.8,0.0
CAT_1298,posible_demolicion,0.0,81.81,81.81,0.0,-81.81,0.0
CAT_1299,posible_demolicion,0.0,27.9,27.9,0.0,-27.9,0.0
CAT_1300,posible_demolicion,0.0,229.11,229.11,0.0,-229.11,0.0
CAT_1301,posible_demolicion,0.0,254.75,254.75,0.0,-254.75,0.0
CAT_1302,posible_demolicion,0.0,12.2,12.2,0.0,-12.2,0.0
CAT_1303,posible_demolicion,0.0,13.26,13.26,0.0,-13.26,0.0
CAT_1304,posible_demolicion,0.0,13.48,13.48,0.0,-13.48,0.0
CAT_1305,posible_demolicion,0.0,11.31,11.31,0.0,-11.31,0.0
CAT_1306,posible_demolicion,0.0,16.38,16.38,0.0,-16.38,0.0
CAT_1307,posible_demolicion,0.0,11.58,11.58,0.0,-11.58,0.0
CAT_1308,posible_demolicion,0.0,16.47,16.47,0.0,-16.47,0.0
CAT_1309,posible_demolicion,0.0,9.37,9.37,0.0,-9.37,0.0
CAT_1310,posible_demolicion,0.0,53.23,53.23,0.0,-53.23,0.0
CAT_1311,posible_demolicion,0.0,37.42,37.42,0.0,-37.42,0.0
CAT_1312,posible_demolicion,0.0,9.56,9.56,0.0,-9.56,0.0
CAT_1313,posible_demolicion,0.0,71.69,71.69,0.0,-71.69,0.0
CAT_1314,posible_demolicion,0.0,68.62,68.62,0.0,-68.62,0.0
CAT_1315,posible_demolicion,0.0,10.21,10.21,0.0,-10.21,0.0
CAT_1316,posible_demolicion,0.0,8.07,8.07,0.0,-8.07,0.0
CAT_1317,posible_demolicion,0.0,33.7,33.7,0.0,-33.7,0.0
CAT_1318,posible_demolicion,0.0,22.95,22.95,0.0,-22.95,0.0
CAT_1319,posible_demolicion,0.0,121.62,121.62,0.0,-121.62,0.0
CAT_1320,posible_demolicion,0.0,131.21,131.21,0.0,-131.21,0.0
CAT_1321,posible_demolicion,0.0,15.75,15.75,0.0,-15.75,0.0
CAT_1322,posible_demolicion,0.0,69.6,69.6,0.0,-69.6,0.0
CAT_1323,posible_demolicion,0.0,35.11,35.11,0.0,-35.11,0.0
CAT_1324,posible_demolicion,0.0,6.43,6.43,0.0,-6.43,0.0
CAT_1325,posible_demolicion,0.0,47.12,47.12,0.0,-47.12,0.0
CAT_1326,posible_demolicion,0.0,82.14,82.14,0.0,-82.14,0.0
CAT_1327,posible_demolicion,0.0,66.83,66.83,0.0,-66.83,0.0
CAT_1328,posible_demolicion,0.0,15.76,15.76,0.0,-15.76,0.0
CAT_1329,posible_demolicion,0.0,10.95,10.95,0.0,-10.95,0.0
CAT_1330,posible_demolicion,0.0,12.23,12.23,0.0,-12.23,0.0
CAT_1331,posible_demolicion,0.0,76.69,76.69,0.0,-76.69,0.0
CAT_1332,posible_demolicion,0.0,19.12,19.12,0.0,-19.12,0.0
CAT_1333,posible_demolicion,0.0,76.6,76.6,0.0,-76.6,0.0
CAT_1334,posible_demolicion,0.0,2.34,2.34,0.0,-2.34,0.0
CAT_1335,posible_demolicion,0.0,5.01,5.01,0.0,-5.01,0.0
CAT_1336,posible_demolicion,0.0,63.2,63.2,0.0,-63.2,0.0
CAT_1337,posible_demolicion,0.0,14.38,14.38,0.0,-14.38,0.0
CAT_1338,posible_demolicion,0.0,81.91,81.91,0.0,-81.91,0.0
CAT_1339,posible_demolicion,0.0,3.59,3.59,0.0,-3.59,0.0
CAT_1340,posible_demolicion,0.0,71.48,71.48,0.0,-71.48,0.0
CAT_1341,posible_demolicion,0.0,4.39,4.39,0.0,-4.39,0.0
CAT_1342,posible_demolicion,0.0,75.88,75.88,0.0,-75.88,0.0
CAT_1343,posible_demolicion,0.0,6.31,6.31,0.0,-6.31,0.0
CAT_1344,posible_demolicion,0.0,13.25,13.25,0.0,-13.25,0.0
CAT_1345,posible_demolicion,0.0,35.12,35.12,0.0,-35.12,0.0
CAT_1346,posible_demolicion,0.0,50.32,50.32,0.0,-50.32,0.0
CAT_1347,posible_demolicion,0.0,25.65,25.65,0.0,-25.65,0.0
CAT_1348,posible_demolicion,0.0,8.92,8.92,0.0,-8.92,0.0
CAT_1349,posible_demolicion,0.0,13.57,13.57,0.0,-13.57,0.0
CAT_1350,posible_demolicion,0.0,83.29,83.29,0.0,-83.29,0.0
CAT_1351,posible_demolicion,0.0,38.04,38.04,0.0,-38.04,0.0
CAT_1352,posible_demolicion,0.0,83.33,83.33,0.0,-83.33,0.0
CAT_1353,posible_demolicion,0.0,33.85,33.85,0.0,-33.85,0.0
CAT_1354,posible_demolicion,0.0,36.13,36.13,0.0,-36.13,0.0
CAT_1355,posible_demolicion,0.0,55.16,55.16,0.0,-55.16,0.0
CAT_1356,posible_demolicion,0.0,78.71,78.71,0.0,-78.71,0.0
CAT_1357,posible_demolicion,0.0,17.08,17.08,0.0,-17.08,0.0
CAT_1358,posible_demolicion,0.0,3.26,3.26,0.0,-3.26,0.0
CAT_1359,posible_demolicion,0.0,105.17,105.17,0.0,-105.17,0.0
CAT_1360,posible_demolicion,0.0,2.98,2.98,0.0,-2.98,0.0
CAT_1361,posible_demolicion,0.0,1.83,1.83,0.0,-1.83,0.0
CAT_1362,posible_demolicion,0.0,107.96,107.96,0.0,-107.96,0.0
CAT_1363,posible_demolicion,0.0,15.84,15.84,0.0,-15.84,0.0
CAT_1364,posible_demolicion,0.0,16.92,16.92,0.0,-16.92,0.0
CAT_1365,posible_demolicion,0.0,65.59,65.59,0.0,-65.59,0.0
CAT_1366,posible_demolicion,0.0,13.79,13.79,0.0,-13.79,0.0
CAT_1367,posible_demolicion,0.0,46.08,46.08,0.0,-46.08,0.0
CAT_1368,posible_demolicion,0.0,30.93,30.93,0.0,-30.93,0.0
CAT_1369,posible_demolicion,0.0,68.51,68.51,0.0,-68.51,0.0
CAT_1370,posible_demolicion,0.0,23.06,23.06,0.0,-23.06,0.0
CAT_1371,posible_demolicion,0.0,43.37,43.37,0.0,-43.37,0.0
CAT_1372,posible_demolicion,0.0,74.63,74.63,0.0,-74.63,0.0
CAT_1373,posible_demolicion,0.0,2.84,2.84,0.0,-2.84,0.0
CAT_1374,posible_demolicion,0.0,117.31,117.31,0.0,-117.31,0.0
CAT_1375,posible_demolicion,0.0,7.05,7.05,0.0,-7.05,0.0
CAT_1376,posible_demolicion,0.0,55.91,55.91,0.0,-55.91,0.0
CAT_1377,posible_demolicion,0.0,9.39,9.39,0.0,-9.39,0.0
CAT_1378,posible_demolicion,0.0,11.72,11.72,0.0,-11.72,0.0
CAT_1379,posible_demolicion,0.0,30.32,30.32,0.0,-30.32,0.0
CAT_1380,posible_demolicion,0.0,40.83,40.83,0.0,-40.83,0.0
CAT_1381,posible_demolicion,0.0,73.29,73.29,0.0,-73.29,0.0
CAT_1382,posible_demolicion,0.0,18.12,18.12,0.0,-18.12,0.0
CAT_1383,posible_demolicion,0.0,25.87,25.87,0.0,-25.87,0.0
CAT_1384,posible_demolicion,0.0,13.77,13.77,0.0,-13.77,0.0
CAT_1385,posible_demolicion,0.0,58.09,58.09,0.0,-58.09,0.0
CAT_1386,posible_demolicion,0.0,7.89,7.89,0.0,-7.89,0.0
CAT_1387,posible_demolicion,0.0,12.39,12.39,0.0,-12.39,0.0
CAT_1388,posible_demolicion,0.0,103.36,103.36,0.0,-103.36,0.0
CAT_1389,posible_demolicion,0.0,55.16,55.16,0.0,-55.16,0.0
CAT_1390,posible_demolicion,0.0,112.0,112.0,0.0,-112.0,0.0
CAT_1391,posible_demolicion,0.0,84.38,84.38,0.0,-84.38,0.0
CAT_1392,posible_demolicion,0.0,4.63,4.63,0.0,-4.63,0.0
CAT_1393,posible_demolicion,0.0,9.2,9.2,0.0,-9.2,0.0
CAT_1394,posible_demolicion,0.0,20.07,20.07,0.0,-20.07,0.0
CAT_1395,posible_demolicion,0.0,1.32,1.32,0.0,-1.32,0.0
CAT_1396,posible_demolicion,0.0,16.11,16.11,0.0,-16.11,0.0
CAT_1397,posible_demolicion,0.0,106.42,106.42,0.0,-106.42,0.0
CAT_1398,posible_demolicion,0.0,36.23,36.23,0.0,-36.23,0.0
CAT_1399,posible_demolicion,0.0,16.62,16.62,0.0,-16.62,0.0
CAT_1400,posible_demolicion,0.0,25.0,25.0,0.0,-25.0,0.0
CAT_1401,posible_demolicion,0.0,52.11,52.11,0.0,-52.11,0.0
CAT_1402,posible_demolicion,0.0,66.54,66.54,0.0,-66.54,0.0
CAT_1403,posible_demolicion,0.0,28.07,28.07,0.0,-28.07,0.0
CAT_1404,posible_demolicion,0.0,33.5,33.5,0.0,-33.5,0.0
CAT_1405,posible_demolicion,0.0,9.97,9.97,0.0,-9.97,0.0
CAT_1406,posible_demolicion,0.0,15.82,15.82,0.0,-15.82,0.0
CAT_1407,posible_demolicion,0.0,6.61,6.61,0.0,-6.61,0.0
CAT_1408,posible_demolicion,0.0,19.71,19.71,0.0,-19.71,0.0
CAT_1409,posible_demolicion,0.0,4.76,4.76,0.0,-4.76,0.0
CAT_1410,posible_demolicion,0.0,14.98,14.98,0.0,-14.98,0.0
CAT_1411,posible_demolicion,0.0,22.4,22.4,0.0,-22.4,0.0
CAT_1412,posible_demolicion,0.0,2.09,2.09,0.0,-2.09,0.0
CAT_1413,posible_demolicion,0.0,10.84,10.84,0.0,-10.84,0.0
CAT_1414,posible_demolicion,0.0,10.5,10.5,0.0,-10.5,0.0
CAT_1415,posible_demolicion,0.0,9.83,9.83,0.0,-9.83,0.0
CAT_1416,posible_demolicion,0.0,4.52,4.52,0.0,-4.52,0.0
CAT_1417,posible_demolicion,0.0,26.76,26.76,0.0,-26.76,0.0
CAT_1418,posible_demolicion,0.0,2.46,2.46,0.0,-2.46,0.0
CAT_1419,posible_demolicion,0.0,95.98,95.98,0.0,-95.98,0.0
CAT_1420,posible_demolicion,0.0,29.71,29.71,0.0,-29.71,0.0
CAT_1421,posible_demolicion,0.0,60.51,60.51,0.0,-60.51,0.0
CAT_1422,posible_demolicion,0.0,15.89,15.89,0.0,-15.89,0.0
CAT_1423,posible_demolicion,0.0,20.23,20.23,0.0,-20.23,0.0
CAT_1424,posible_demolicion,0.0,180.04,180.04,0.0,-180.04,0.0
CAT_1425,posible_demolicion,0.0,87.53,87.53,0.0,-87.53,0.0
CAT_1426,posible_demolicion,0.0,6.3,6.3,0.0,-6.3,0.0
CAT_1427,posible_demolicion,0.0,61.76,61.76,0.0,-61.76,0.0
CAT_1428,posible_demolicion,0.0,23.49,23.49,0.0,-23.49,0.0
CAT_1429,posible_demolicion,0.0,8.82,8.82,0.0,-8.82,0.0
CAT_1430,posible_demolicion,0.0,15.88,15.88,0.0,-15.88,0.0
CAT_1431,posible_demolicion,0.0,60.43,60.43,0.0,-60.43,0.0
CAT_1432,posible_demolicion,0.0,18.47,18.47,0.0,-18.47,0.0
CAT_1433,posible_demolicion,0.0,24.72,24.72,0.0,-24.72,0.0
CAT_1434,posible_demolicion,0.0,49.56,49.56,0.0,-49.56,0.0
CAT_1435,posible_demolicion,0.0,42.65,42.65,0.0,-42.65,0.0
CAT_1436,posible_demolicion,0.0,33.52,33.52,0.0,-33.52,0.0
CAT_1437,posible_demolicion,0.0,43.3,43.3,0.0,-43.3,0.0
CAT_1438,posible_demolicion,0.0,6.77,6.77,0.0,-6.77,0.0
CAT_1439,posible_demolicion,0.0,7.73,7.73,0.0,-7.73,0.0
CAT_1440,posible_demolicion,0.0,43.02,43.02,0.0,-43.02,0.0
CAT_1441,posible_demolicion,0.0,48.24,48.24,0.0,-48.24,0.0
CAT_1442,posible_demolicion,0.0,3.75,3.75,0.0,-3.75,0.0
CAT_1443,posible_demolicion,0.0,10.48,10.48,0.0,-10.48,0.0
CAT_1444,posible_demolicion,0.0,10.3,10.3,0.0,-10.3,0.0
CAT_1445,posible_demolicion,0.0,156.07,156.07,0.0,-156.07,0.0
CAT_1446,posible_demolicion,0.0,187.85,187.85,0.0,-187.85,0.0
CAT_1447,posible_demolicion,0.0,10.05,10.05,0.0,-10.05,0.0
CAT_1448,posible_demolicion,0.0,30.31,30.31,0.0,-30.31,0.0
CAT_1449,posible_demolicion,0.0,9.24,9.24,0.0,-9.24,0.0
CAT_1450,posible_demolicion,0.0,10.72,10.72,0.0,-10.72,0.0
CAT_1451,posible_demolicion,0.0,9.63,9.63,0.0,-9.63,0.0
CAT_1452,posible_demolicion,0.0,11.8,11.8,0.0,-11.8,0.0
CAT_1453,posible_demolicion,0.0,73.84,73.84,0.0,-73.84,0.0
CAT_1454,posible_demolicion,0.0,22.57,22.57,0.0,-22.57,0.0
CAT_1455,posible_demolicion,0.0,10.03,10.03,0.0,-10.03,0.0
CAT_1456,posible_demolicion,0.0,82.41,82.41,0.0,-82.41,0.0
CAT_1457,posible_demolicion,0.0,8.23,8.23,0.0,-8.23,0.0
CAT_1458,posible_demolicion,0.0,17.02,17.02,0.0,-17.02,0.0
CAT_1459,posible_demolicion,0.0,8.99,8.99,0.0,-8.99,0.0
CAT_1460,posible_demolicion,0.0,81.8,81.8,0.0,-81.8,0.0
CAT_1461,posible_demolicion,0.0,7.99,7.99,0.0,-7.99,0.0
CAT_1462,posible_demolicion,0.0,24.91,24.91,0.0,-24.91,0.0
CAT_1463,posible_demolicion,0.0,3.83,3.83,0.0,-3.83,0.0
CAT_1464,posible_demolicion,0.0,7.53,7.53,0.0,-7.53,0.0
CAT_1465,posible_demolicion,0.0,138.21,138.21,0.0,-138.21,0.0
CAT_1466,posible_demolicion,0.0,29.93,29.93,0.0,-29.93,0.0
CAT_1467,posible_demolicion,0.0,90.37,90.37,0.0,-90.37,0.0
CAT_1468,posible_demolicion,0.0,28.76,28.76,0.0,-28.76,0.0
CAT_1469,posible_demolicion,0.0,35.47,35.47,0.0,-35.47,0.0
CAT_1470,posible_demolicion,0.0,62.97,62.97,0.0,-62.97,0.0
CAT_1471,posible_demolicion,0.0,14.71,14.71,0.0,-14.71,0.0
CAT_1472,posible_demolicion,0.0,14.57,14.57,0.0,-14.57,0.0
CAT_1473,posible_demolicion,0.0,93.98,93.98,0.0,-93.98,0.0
CAT_1474,posible_demolicion,0.0,85.62,85.62,0.0,-85.62,0.0
CAT_1475,posible_demolicion,0.0,31.52,31.52,0.0,-31.52,0.0
CAT_1476,posible_demolicion,0.0,9.46,9.46,0.0,-9.46,0.0
