id_edificacion,tipo_resultado,area_lidar_m2,area_catastro_m2,area_discrepancia_m2,porcentaje_coincidencia,diferencia_superficies_m2,distancia_centroides_m
CAT_2117,posible_demolicion,0.0,30.25,30.25,0.0,-30.25,0.0
CAT_2118,posible_demolicion,0.0,2.15,2.15,0.0,-2.15,0.0
CAT_2119,posible_demolicion,0.0,24.32,24.32,0.0,-24.32,0.0
CAT_2120,posible_demolicion,0.0,77.43,77.43,0.0,-77.43,0.0
CAT_2121,posible_demolicion,0.0,15.84,15.84,0.0,-15.84,0.0
CAT_2122,posible_demolicion,0.0,10.33,10.33,0.0,-10.33,0.0
CAT_2123,posible_demolicion,0.0,1.79,1.79,0.0,-1.79,0.0
CAT_2124,posible_demolicion,0.0,96.2,96.2,0.0,-96.2,0.0
CAT_2125,posible_demolicion,0.0,15.11,15.11,0.0,-15.11,0.0
CAT_2126,posible_demolicion,0.0,4.93,4.93,0.0,-4.93,0.0
CAT_2127,posible_demolicion,0.0,9.46,9.46,0.0,-9.46,0.0
CAT_2128,posible_demolicion,0.0,21.24,21.24,0.0,-21.24,0.0
CAT_2129,posible_demolicion,0.0,26.85,26.85,0.0,-26.85,0.0
CAT_2130,posible_demolicion,0.0,91.87,91.87,0.0,-91.87,0.0
CAT_2131,posible_demolicion,0.0,3.24,3.24,0.0,-3.24,0.0
CAT_2132,posible_demolicion,0.0,132.79,132.79,0.0,-132.79,0.0
CAT_2133,posible_demolicion,0.0,8.05,8.05,0.0,-8.05,0.0
CAT_2134,posible_demolicion,0.0,69.44,69.44,0.0,-69.44,0.0
CAT_2135,posible_demolicion,0.0,12.89,12.89,0.0,-12.89,0.0
CAT_2136,posible_demolicion,0.0,202.0,202.0,0.0,-202.0,0.0
CAT_2137,posible_demolicion,0.0,38.73,38.73,0.0,-38.73,0.0
CAT_2138,posible_demolicion,0.0,98.93,98.93,0.0,-98.93,0.0
CAT_2139,posible_demolicion,0.0,12.66,12.66,0.0,-12.66,0.0
CAT_2140,posible_demolicion,0.0,12.95,12.95,0.0,-12.95,0.0
CAT_2141,posible_demolicion,0.0,11.51,11.51,0.0,-11.51,0.0
CAT_2142,posible_demolicion,0.0,24.63,24.63,0.0,-24.63,0.0
CAT_2143,posible_demolicion,0.0,128.52,128.52,0.0,-128.52,0.0
CAT_2144,posible_demolicion,0.0,6.37,6.37,0.0,-6.37,0.0
CAT_2145,posible_demolicion,0.0,32.16,32.16,0.0,-32.16,0.0
CAT_2146,posible_demolicion,0.0,14.57,14.57,0.0,-14.57,0.0
CAT_2147,posible_demolicion,0.0,9.23,9.23,0.0,-9.23,0.0
CAT_2148,posible_demolicion,0.0,71.06,71.06,0.0,-71.06,0.0
CAT_2149,posible_demolicion,0.0,12.6,12.6,0.0,-12.6,0.0
CAT_2150,posible_demolicion,0.0,115.77,115.77,0.0,-115.77,0.0
CAT_2151,posible_demolicion,0.0,18.01,18.01,0.0,-18.01,0.0
CAT_2152,posible_demolicion,0.0,4.42,4.42,0.0,-4.42,0.0
CAT_2153,posible_demolicion,0.0,0.75,0.75,0.0,-0.75,0.0
CAT_2154,posible_demolicion,0.0,12.17,12.17,0.0,-12.17,0.0
CAT_2155,posible_demolicion,0.0,44.27,44.27,0.0,-44.27,0.0
CAT_2156,posible_demolicion,0.0,12.56,12.56,0.0,-12.56,0.0
CAT_2157,posible_demolicion,0.0,21.07,21.07,0.0,-21.07,0.0
CAT_2158,posible_demolicion,0.0,20.69,20.69,0.0,-20.69,0.0
CAT_2159,posible_demolicion,0.0,5.43,5.43,0.0,-5.43,0.0
CAT_2160,posible_demolicion,0.0,32.93,32.93,0.0,-32.93,0.0
CAT_2161,posible_demolicion,0.0,65.51,65.51,0.0,-65.51,0.0
CAT_2162,posible_demolicion,0.0,12.96,12.96,0.0,-12.96,0.0
CAT_2163,posible_demolicion,0.0,28.41,28.41,0.0,-28.41,0.0
CAT_2164,posible_demolicion,0.0,12.85,12.85,0.0,-12.85,0.0
CAT_2165,posible_demolicion,0.0,74.11,74.11,0.0,-74.11,0.0
CAT_2166,posible_demolicion,0.0,4.6,4.6,0.0,-4.6,0.0
CAT_2167,posible_demolicion,0.0,3.38,3.38,0.0,-3.38,0.0
CAT_2168,posible_demolicion,0.0,4.74,4.74,0.0,-4.74,0.0
CAT_2169,posible_demolicion,0.0,16.26,16.26,0.0,-16.26,0.0
CAT_2170,posible_demolicion,0.0,62.21,62.21,0.0,-62.21,0.0
CAT_2171,posible_demolicion,0.0,20.63,20.63,0.0,-20.63,0.0
CAT_2172,posible_demolicion,0.0,3.36,3.36,0.0,-3.36,0.0
CAT_2173,posible_demolicion,0.0,37.42,37.42,0.0,-37.42,0.0
CAT_2174,posible_demolicion,0.0,10.84,10.84,0.0,-10.84,0.0
CAT_2175,posible_demolicion,0.0,24.2,24.2,0.0,-24.2,0.0
CAT_2176,posible_demolicion,0.0,35.04,35.04,0.0,-35.04,0.0
CAT_2177,posible_demolicion,0.0,81.86,81.86,0.0,-81.86,0.0
CAT_2178,posible_demolicion,0.0,9.35,9.35,0.0,-9.35,0.0
CAT_2179,posible_demolicion,0.0,6.5,6.5,0.0,-6.5,0.0
CAT_2180,posible_demolicion,0.0,1.95,1.95,0.0,-1.95,0.0
CAT_2181,posible_demolicion,0.0,12.06,12.06,0.0,-12.06,0.0
CAT_2182,posible_demolicion,0.0,11.67,11.67,0.0,-11.67,0.0
CAT_2183,posible_demolicion,0.0,243.21,243.21,0.0,-243.21,0.0
CAT_2184,posible_demolicion,0.0,12.12,12.12,0.0,-12.12,0.0
CAT_2185,posible_demolicion,0.0,28.47,28.47,0.0,-28.47,0.0
CAT_2186,posible_demolicion,0.0,10.0,10.0,0.0,-10.0,0.0
CAT_2187,posible_demolicion,0.0,2.23,2.23,0.0,-2.23,0.0
CAT_2188,posible_demolicion,0.0,24.14,24.14,0.0,-24.14,0.0
CAT_2189,posible_demolicion,0.0,119.09,119.09,0.0,-119.09,0.0
CAT_2190,posible_demolicion,0.0,49.72,49.72,0.0,-49.72,0.0
CAT_2191,posible_demolicion,0.0,34.36,34.36,0.0,-34.36,0.0
CAT_2192,posible_demolicion,0.0,72.2,72.2,0.0,-72.2,0.0
CAT_2193,posible_demolicion,0.0,35.03,35.03,0.0,-35.03,0.0
CAT_2194,posible_demolicion,0.0,32.83,32.83,0.0,-32.83,0.0
CAT_2195,posible_demolicion,0.0,27.22,27.22,0.0,-27.22,0.0
CAT_2196,posible_demolicion,0.0,41.78,41.78,0.0,-41.78,0.0
CAT_2197,posible_demolicion,0.0,8.65,8.65,0.0,-8.65,0.0
CAT_2198,posible_demolicion,0.0,27.81,27.81,0.0,-27.81,0.0
CAT_2199,posible_demolicion,0.0,48.31,48.31,0.0,-48.31,0.0
CAT_2200,posible_demolicion,0.0,61.61,61.61,0.0,-61.61,0.0
CAT_2201,posible_demolicion,0.0,42.91,42.91,0.0,-42.91,0.0
CAT_2202,posible_demolicion,0.0,7.48,7.48,0.0,-7.48,0.0
CAT_2203,posible_demolicion,0.0,58.25,58.25,0.0,-58.25,0.0
CAT_2204,posible_demolicion,0.0,8.81,8.81,0.0,-8.81,0.0
CAT_2205,posible_demolicion,0.0,31.95,31.95,0.0,-31.95,0.0
CAT_2206,posible_demolicion,0.0,92.42,92.42,0.0,-92.42,0.0
CAT_2207,posible_demolicion,0.0,22.21,22.21,0.0,-22.21,0.0
CAT_2208,posible_demolicion,0.0,13.16,13.16,0.0,-13.16,0.0
CAT_2209,posible_demolicion,0.0,61.99,61.99,0.0,-61.99,0.0
CAT_2210,posible_demolicion,0.0,20.2,20.2,0.0,-20.2,0.0
CAT_2211,posible_demolicion,0.0,86.73,86.73,0.0,-86.73,0.0
CAT_2212,posible_demolicion,0.0,14.48,14.48,0.0,-14.48,0.0
CAT_2213,posible_demolicion,0.0,12.98,12.98,0.0,-12.98,0.0
CAT_2214,posible_demolicion,0.0,53.57,53.57,0.0,-53.57,0.0
CAT_2215,posible_demolicion,0.0,13.13,13.13,0.0,-13.13,0.0
CAT_2216,posible_demolicion,0.0,33.04,33.04,0.0,-33.04,0.0
CAT_2217,posible_demolicion,0.0,6.15,6.15,0.0,-6.15,0.0
CAT_2218,posible_demolicion,0.0,28.27,28.27,0.0,-28.27,0.0
CAT_2219,posible_demolicion,0.0,15.45,15.45,0.0,-15.45,0.0
CAT_2220,posible_demolicion,0.0,6.61,6.61,0.0,-6.61,0.0
CAT_2221,posible_demolicion,0.0,10.35,10.35,0.0,-10.35,0.0
CAT_2222,posible_demolicion,0.0,7.19,7.19,0.0,-7.19,0.0
CAT_2223,posible_demolicion,0.0,13.87,13.87,0.0,-13.87,0.0
CAT_2224,posible_demolicion,0.0,5.42,5.42,0.0,-5.42,0.0
CAT_2225,posible_demolicion,0.0,4.76,4.76,0.0,-4.76,0.0
CAT_2226,posible_demolicion,0.0,72.72,72.72,0.0,-72.72,0.0
CAT_2227,posible_demolicion,0.0,21.58,21.58,0.0,-21.58,0.0
CAT_2228,posible_demolicion,0.0,7.54,7.54,0.0,-7.54,0.0
CAT_2229,posible_demolicion,0.0,127.74,127.74,0.0,-127.74,0.0
CAT_2230,posible_demolicion,0.0,8.67,8.67,0.0,-8.67,0.0
CAT_2231,posible_demolicion,0.0,7.06,7.06,0.0,-7.06,0.0
CAT_2232,posible_demolicion,0.0,7.68,7.68,0.0,-7.68,0.0
CAT_2233,posible_demolicion,0.0,10.73,10.73,0.0,-10.73,0.0
CAT_2234,posible_demolicion,0.0,36.46,36.46,0.0,-36.46,0.0
CAT_2235,posible_demolicion,0.0,6.5,6.5,0.0,-6.5,0.0
CAT_2236,posible_demolicion,0.0,46.85,46.85,0.0,-46.85,0.0
CAT_2237,posible_demolicion,0.0,122.83,122.83,0.0,-122.83,0.0
CAT_2238,posible_demolicion,0.0,25.07,25.07,0.0,-25.07,0.0
CAT_2239,posible_demolicion,0.0,16.01,16.01,0.0,-16.01,0.0
CAT_2240,posible_demolicion,0.0,88.46,88.46,0.0,-88.46,0.0
CAT_2241,posible_demolicion,0.0,3.3,3.3,0.0,-3.3,0.0
CAT_2242,posible_demolicion,0.0,7.34,7.34,0.0,-7.34,0.0
CAT_2243,posible_demolicion,0.0,5.48,5.48,0.0,-5.48,0.0
CAT_2244,posible_demolicion,0.0,98.41,98.41,0.0,-98.41,0.0
CAT_2245,posible_demolicion,0.0,23.79,23.79,0.0,-23.79,0.0
CAT_2246,posible_demolicion,0.0,6.39,6.39,0.0,-6.39,0.0
CAT_2247,posible_demolicion,0.0,121.17,121.17,0.0,-121.17,0.0
CAT_2248,posible_demolicion,0.0,23.37,23.37,0.0,-23.37,0.0
CAT_2249,posible_demolicion,0.0,151.55,151.55,0.0,-151.55,0.0
CAT_2250,posible_demolicion,0.0,18.45,18.45,0.0,-18.45,0.0
CAT_2251,posible_demolicion,0.0,123.24,123.24,0.0,-123.24,0.0
CAT_2252,posible_demolicion,0.0,166.12,166.12,0.0,-166.12,0.0
CAT_2253,posible_demolicion,0.0,91.12,91.12,0.0,-91.12,0.0
CAT_2254,posible_demolicion,0.0,9.82,9.82,0.0,-9.82,0.0
CAT_2255,posible_demolicion,0.0,13.73,13.73,0.0,-13.73,0.0
CAT_2256,posible_demolicion,0.0,15.06,15.06,0.0,-15.06,0.0
CAT_2257,posible_demolicion,0.0,8.86,8.86,0.0,-8.86,0.0
CAT_2258,posible_demolicion,0.0,12.14,12.14,0.0,-12.14,0.0
CAT_2259,posible_demolicion,0.0,19.44,19.44,0.0,-19.44,0.0
CAT_2260,posible_demolicion,0.0,20.02,20.02,0.0,-20.02,0.0
CAT_2261,posible_demolicion,0.0,115.22,115.22,0.0,-115.22,0.0
CAT_2262,posible_demolicion,0.0,189.86,189.86,0.0,-189.86,0.0
CAT_2263,posible_demolicion,0.0,98.02,98.02,0.0,-98.02,0.0
CAT_2264,posible_demolicion,0.0,10.91,10.91,0.0,-10.91,0.0
CAT_2265,posible_demolicion,0.0,21.03,21.03,0.0,-21.03,0.0
CAT_2266,posible_demolicion,0.0,12.05,12.05,0.0,-12.05,0.0
CAT_2268,posible_demolicion,0.0,12.67,12.67,0.0,-12.67,0.0
CAT_2269,posible_demolicion,0.0,7.05,7.05,0.0,-7.05,0.0
CAT_2270,posible_demolicion,0.0,34.72,34.72,0.0,-34.72,0.0
CAT_2271,posible_demolicion,0.0,50.6,50.6,0.0,-50.6,0.0
CAT_2272,posible_demolicion,0.0,6.23,6.23,0.0,-6.23,0.0
CAT_2273,posible_demolicion,0.0,9.05,9.05,0.0,-9.05,0.0
CAT_2274,posible_demolicion,0.0,23.87,23.87,0.0,-23.87,0.0
CAT_2275,posible_demolicion,0.0,15.88,15.88,0.0,-15.88,0.0
CAT_2276,posible_demolicion,0.0,44.32,44.32,0.0,-44.32,0.0
CAT_2277,posible_demolicion,0.0,44.8,44.8,0.0,-44.8,0.0
CAT_2278,posible_demolicion,0.0,10.43,10.43,0.0,-10.43,0.0
CAT_2279,posible_demolicion,0.0,9.73,9.73,0.0,-9.73,0.0
CAT_2280,posible_demolicion,0.0,132.27,132.27,0.0,-132.27,0.0
CAT_2281,posible_demolicion,0.0,166.87,166.87,0.0,-166.87,0.0
CAT_2282,posible_demolicion,0.0,19.54,19.54,0.0,-19.54,0.0
CAT_2283,posible_demolicion,0.0,74.63,74.63,0.0,-74.63,0.0
CAT_2284,posible_demolicion,0.0,8.52,8.52,0.0,-8.52,0.0
CAT_2285,posible_demolicion,0.0,7.57,7.57,0.0,-7.57,0.0
CAT_2286,posible_demolicion,0.0,30.22,30.22,0.0,-30.22,0.0
CAT_2287,posible_demolicion,0.0,23.99,23.99,0.0,-23.99,0.0
CAT_2288,posible_demolicion,0.0,13.26,13.26,0.0,-13.26,0.0
CAT_2289,posible_demolicion,0.0,130.09,130.09,0.0,-130.09,0.0
CAT_2290,posible_demolicion,0.0,13.84,13.84,0.0,-13.84,0.0
CAT_2291,posible_demolicion,0.0,11.63,11.63,0.0,-11.63,0.0
CAT_2292,posible_demolicion,0.0,90.91,90.91,0.0,-90.91,0.0
CAT_2293,posible_demolicion,0.0,43.41,43.41,0.0,-43.41,0.0
CAT_2294,posible_demolicion,0.0,8.73,8.73,0.0,-8.73,0.0
CAT_2295,posible_demolicion,0.0,158.56,158.56,0.0,-158.56,0.0
CAT_2296,posible_demolicion,0.0,76.65,76.65,0.0,-76.65,0.0
CAT_2297,posible_demolicion,0.0,79.4,79.4,0.0,-79.4,0.0
CAT_2298,posible_demolicion,0.0,14.96,14.96,0.0,-14.96,0.0
CAT_2299,posible_demolicion,0.0,90.13,90.13,0.0,-90.13,0.0
CAT_2300,posible_demolicion,0.0,67.04,67.04,0.0,-67.04,0.0
CAT_2301,posible_demolicion,0.0,17.95,17.95,0.0,-17.95,0.0
CAT_2302,posible_demolicion,0.0,10.73,10.73,0.0,-10.73,0.0
CAT_2303,posible_demolicion,0.0,16.07,16.07,0.0,-16.07,0.0
CAT_2304,posible_demolicion,0.0,10.81,10.81,0.0,-10.81,0.0
CAT_2305,posible_demolicion,0.0,9.04,9.04,0.0,-9.04,0.0
CAT_2306,posible_demolicion,0.0,12.02,12.02,0.0,-12.02,0.0
CAT_2307,posible_demolicion,0.0,10.86,10.86,0.0,-10.86,0.0
CAT_2308,posible_demolicion,0.0,7.82,7.82,0.0,-7.82,0.0
CAT_2309,posible_demolicion,0.0,170.97,170.97,0.0,-170.97,0.0
CAT_2310,posible_demolicion,0.0,8.95,8.95,0.0,-8.95,0.0
CAT_2311,posible_demolicion,0.0,10.04,10.04,0.0,-10.04,0.0
CAT_2312,posible_demolicion,0.0,20.46,20.46,0.0,-20.46,0.0
CAT_2313,posible_demolicion,0.0,8.65,8.65,0.0,-8.65,0.0
CAT_2314,posible_demolicion,0.0,14.54,14.54,0.0,-14.54,0.0
CAT_2315,posible_demolicion,0.0,9.91,9.91,0.0,-9.91,0.0
CAT_2316,posible_demolicion,0.0,160.9,160.9,0.0,-160.9,0.0
CAT_2317,posible_demolicion,0.0,9.98,9.98,0.0,-9.98,0.0
CAT_2318,posible_demolicion,0.0,23.07,23.07,0.0,-23.07,0.0
CAT_2319,posible_demolicion,0.0,16.29,16.29,0.0,-16.29,0.0
CAT_2320,posible_demolicion,0.0,11.8,11.8,0.0,-11.8,0.0
CAT_2321,posible_demolicion,0.0,7.6,7.6,0.0,-7.6,0.0
CAT_2322,posible_demolicion,0.0,163.19,163.19,0.0,-163.19,0.0
CAT_2323,posible_demolicion,0.0,5.47,5.47,0.0,-5.47,0.0
CAT_2324,posible_demolicion,0.0,42.93,42.93,0.0,-42.93,0.0
CAT_2325,posible_demolicion,0.0,27.85,27.85,0.0,-27.85,0.0
CAT_2326,posible_demolicion,0.0,15.81,15.81,0.0,-15.81,0.0
CAT_2327,posible_demolicion,0.0,9.57,9.57,0.0,-9.57,0.0
CAT_2328,posible_demolicion,0.0,5.74,5.74,0.0,-5.74,0.0
CAT_2329,posible_demolicion,0.0,133.7,133.7,0.0,-133.7,0.0
CAT_2330,posible_demolicion,0.0,12.31,12.31,0.0,-12.31,0.0
CAT_2331,posible_demolicion,0.0,13.95,13.95,0.0,-13.95,0.0
CAT_2332,posible_demolicion,0.0,28.39,28.39,0.0,-28.39,0.0
CAT_2333,posible_demolicion,0.0,32.22,32.22,0.0,-32.22,0.0
CAT_2334,posible_demolicion,0.0,29.58,29.58,0.0,-29.58,0.0
CAT_2335,posible_demolicion,0.0,4.59,4.59,0.0,-4.59,0.0
CAT_2336,posible_demolicion,0.0,131.9,131.9,0.0,-131.9,0.0
CAT_2337,posible_demolicion,0.0,6.41,6.41,0.0,-6.41,0.0
CAT_2338,posible_demolicion,0.0,9.65,9.65,0.0,-9.65,0.0
CAT_2339,posible_demolicion,0.0,16.45,16.45,0.0,-16.45,0.0
CAT_2340,posible_demolicion,0.0,10.68,10.68,0.0,-10.68,0.0
CAT_2341,posible_demolicion,0.0,155.1,155.1,0.0,-155.1,0.0
CAT_2342,posible_demolicion,0.0,7.57,7.57,0.0,-7.57,0.0
CAT_2343,posible_demolicion,0.0,9.5,9.5,0.0,-9.5,0.0
CAT_2344,posible_demolicion,0.0,31.1,31.1,0.0,-31.1,0.0
CAT_2345,posible_demolicion,0.0,9.11,9.11,0.0,-9.11,0.0
CAT_2346,posible_demolicion,0.0,9.13,9.13,0.0,-9.13,0.0
CAT_2347,posible_demolicion,0.0,178.08,178.08,0.0,-178.08,0.0
CAT_2348,posible_demolicion,0.0,9.5,9.5,0.0,-9.5,0.0
CAT_2349,posible_demolicion,0.0,8.72,8.72,0.0,-8.72,0.0
CAT_2350,posible_demolicion,0.0,7.03,7.03,0.0,-7.03,0.0
CAT_2351,posible_demolicion,0.0,0.01,0.01,0.0,-0.01,0.0
CAT_2352,posible_demolicion,0.0,107.25,107.25,0.0,-107.25,0.0
CAT_2353,posible_demolicion,0.0,32.97,32.97,0.0,-32.97,0.0
CAT_2354,posible_demolicion,0.0,13.1,13.1,0.0,-13.1,0.0
CAT_2355,posible_demolicion,0.0,11.97,11.97,0.0,-11.97,0.0
CAT_2356,posible_demolicion,0.0,67.15,67.15,0.0,-67.15,0.0
CAT_2357,posible_demolicion,0.0,55.92,55.92,0.0,-55.92,0.0
CAT_2358,posible_demolicion,0.0,85.08,85.08,0.0,-85.08,0.0
CAT_2359,posible_demolicion,0.0,25.38,25.38,0.0,-25.38,0.0
CAT_2360,posible_demolicion,0.0,95.46,95.46,0.0,-95.46,0.0
CAT_2361,posible_demolicion,0.0,49.23,49.23,0.0,-49.23,0.0
CAT_2362,posible_demolicion,0.0,9.61,9.61,0.0,-9.61,0.0
CAT_2363,posible_demolicion,0.0,14.27,14.27,0.0,-14.27,0.0
CAT_2364,posible_demolicion,0.0,5.09,5.09,0.0,-5.09,0.0
CAT_2365,posible_demolicion,0.0,20.09,20.09,0.0,-20.09,0.0
CAT_2366,posible_demolicion,0.0,17.89,17.89,0.0,-17.89,0.0
CAT_2367,posible_demolicion,0.0,15.75,15.75,0.0,-15.75,0.0
CAT_2368,posible_demolicion,0.0,46.71,46.71,0.0,-46.71,0.0
CAT_2369,posible_demolicion,0.0,6.07,6.07,0.0,-6.07,0.0
CAT_2370,posible_demolicion,0.0,18.99,18.99,0.0,-18.99,0.0
CAT_2371,posible_demolicion,0.0,24.22,24.22,0.0,-24.22,0.0
CAT_2372,posible_demolicion,0.0,22.19,22.19,0.0,-22.19,0.0
CAT_2373,posible_demolicion,0.0,14.35,14.35,0.0,-14.35,0.0
CAT_2374,posible_demolicion,0.0,7.98,7.98,0.0,-7.98,0.0
CAT_2375,posible_demolicion,0.0,23.06,23.06,0.0,-23.06,0.0
CAT_2376,posible_demolicion,0.0,94.16,94.16,0.0,-94.16,0.0
CAT_2377,posible_demolicion,0.0,6.62,6.62,0.0,-6.62,0.0
CAT_2378,posible_demolicion,0.0,53.3,53.3,0.0,-53.3,0.0
CAT_2379,posible_demolicion,0.0,23.98,23.98,0.0,-23.98,0.0
CAT_2380,posible_demolicion,0.0,47.02,47.02,0.0,-47.02,0.0
CAT_2381,posible_demolicion,0.0,9.27,9.27,0.0,-9.27,0.0
CAT_2382,posible_demolicion,0.0,9.11,9.11,0.0,-9.11,0.0
CAT_2383,posible_demolicion,0.0,8.91,8.91,0.0,-8.91,0.0
CAT_2384,posible_demolicion,0.0,113.18,113.18,0.0,-113.18,0.0
CAT_2385,posible_demolicion,0.0,15.48,15.48,0.0,-15.48,0.0
CAT_2386,posible_demolicion,0.0,62.47,62.47,0.0,-62.47,0.0
CAT_2387,posible_demolicion,0.0,155.69,155.69,0.0,-155.69,0.0
CAT_2388,posible_demolicion,0.0,13.46,13.46,0.0,-13.46,0.0
CAT_2389,posible_demolicion,0.0,20.72,20.72,0.0,-20.72,0.0
CAT_2390,posible_demolicion,0.0,183.56,183.56,0.0,-183.56,0.0
CAT_2391,posible_demolicion,0.0,319.56,319.56,0.0,-319.56,0.0
CAT_2392,posible_demolicion,0.0,275.58,275.58,0.0,-275.58,0.0
CAT_2393,posible_demolicion,0.0,8.84,8.84,0.0,-8.84,0.0
CAT_2394,posible_demolicion,0.0,14.0,14.0,0.0,-14.0,0.0
CAT_2395,posible_demolicion,0.0,611.82,611.82,0.0,-611.82,0.0
CAT_2396,posible_demolicion,0.0,229.13,229.13,0.0,-229.13,0.0
CAT_2397,posible_demolicion,0.0,282.69,282.69,0.0,-282.69,0.0
CAT_2398,posible_demolicion,0.0,19.34,19.34,0.0,-19.34,0.0
CAT_2399,posible_demolicion,0.0,2.79,2.79,0.0,-2.79,0.0
CAT_2400,posible_demolicion,0.0,12.78,12.78,0.0,-12.78,0.0
CAT_2401,posible_demolicion,0.0,9.21,9.21,0.0,-9.21,0.0
CAT_2402,posible_demolicion,0.0,13.92,13.92,0.0,-13.92,0.0
CAT_2403,posible_demolicion,0.0,4.0,4.0,0.0,-4.0,0.0
CAT_2404,posible_demolicion,0.0,79.64,79.64,0.0,-79.64,0.0
CAT_2405,posible_demolicion,0.0,109.7,109.7,0.0,-109.7,0.0
CAT_2406,posible_demolicion,0.0,161.23,161.23,0.0,-161.23,0.0
CAT_2407,posible_demolicion,0.0,84.37,84.37,0.0,-84.37,0.0
CAT_2408,posible_demolicion,0.0,45.65,45.65,0.0,-45.65,0.0
CAT_2409,posible_demolicion,0.0,16.53,16.53,0.0,-16.53,0.0
CAT_2410,posible_demolicion,0.0,209.76,209.76,0.0,-209.76,0.0
CAT_2411,posible_demolicion,0.0,124.23,124.23,0.0,-124.23,0.0
CAT_2412,posible_demolicion,0.0,898.16,898.16,0.0,-898.16,0.0
CAT_2413,posible_demolicion,0.0,28.46,28.46,0.0,-28.46,0.0
CAT_2414,posible_demolicion,0.0,9.22,9.22,0.0,-9.22,0.0
CAT_2415,posible_demolicion,0.0,108.3,108.3,0.0,-108.3,0.0
CAT_2416,posible_demolicion,0.0,12.94,12.94,0.0,-12.94,0.0
CAT_2417,posible_demolicion,0.0,6.25,6.25,0.0,-6.25,0.0
CAT_2418,posible_demolicion,0.0,9.11,9.11,0.0,-9.11,0.0
CAT_2419,posible_demolicion,0.0,15.47,15.47,0.0,-15.47,0.0
CAT_2420,posible_demolicion,0.0,5.13,5.13,0.0,-5.13,0.0
CAT_2421,posible_demolicion,0.0,35.06,35.06,0.0,-35.06,0.0
CAT_2422,posible_demolicion,0.0,83.44,83.44,0.0,-83.44,0.0
CAT_2423,posible_demolicion,0.0,32.7,32.7,0.0,-32.7,0.0
CAT_2424,posible_demolicion,0.0,2.22,2.22,0.0,-2.22,0.0
CAT_2425,posible_demolicion,0.0,54.91,54.91,0.0,-54.91,0.0
CAT_2426,posible_demolicion,0.0,38.1,38.1,0.0,-38.1,0.0
CAT_2427,posible_demolicion,0.0,3.27,3.27,0.0,-3.27,0.0
CAT_2428,posible_demolicion,0.0,0.64,0.64,0.0,-0.64,0.0
CAT_2429,posible_demolicion,0.0,1.34,1.34,0.0,-1.34,0.0
CAT_2430,posible_demolicion,0.0,2.38,2.38,0.0,-2.38,0.0
CAT_2431,posible_demolicion,0.0,3.29,3.29,0.0,-3.29,0.0
CAT_2432,posible_demolicion,0.0,2.3,2.3,0.0,-2.3,0.0
CAT_2433,posible_demolicion,0.0,11.13,11.13,0.0,-11.13,0.0
CAT_2434,posible_demolicion,0.0,3.96,3.96,0.0,-3.96,0.0
CAT_2435,posible_demolicion,0.0,94.37,94.37,0.0,-94.37,0.0
CAT_2436,posible_demolicion,0.0,21.71,21.71,0.0,-21.71,0.0
CAT_2437,posible_demolicion,0.0,25.42,25.42,0.0,-25.42,0.0
CAT_2438,posible_demolicion,0.0,6.17,6.17,0.0,-6.17,0.0
CAT_2439,posible_demolicion,0.0,86.17,86.17,0.0,-86.17,0.0
CAT_2440,posible_demolicion,0.0,99.36,99.36,0.0,-99.36,0.0
CAT_2441,posible_demolicion,0.0,9.63,9.63,0.0,-9.63,0.0
CAT_2442,posible_demolicion,0.0,10.06,10.06,0.0,-10.06,0.0
CAT_2443,posible_demolicion,0.0,23.26,23.26,0.0,-23.26,0.0
CAT_2444,posible_demolicion,0.0,66.79,66.79,0.0,-66.79,0.0
CAT_2445,posible_demolicion,0.0,20.83,20.83,0.0,-20.83,0.0
CAT_2446,posible_demolicion,0.0,7.01,7.01,0.0,-7.01,0.0
CAT_2447,posible_demolicion,0.0,57.19,57.19,0.0,-57.19,0.0
CAT_2448,posible_demolicion,0.0,70.25,70.25,0.0,-70.25,0.0
CAT_2449,posible_demolicion,0.0,74.94,74.94,0.0,-74.94,0.0
CAT_2450,posible_demolicion,0.0,21.98,21.98,0.0,-21.98,0.0
CAT_2451,posible_demolicion,0.0,16.86,16.86,0.0,-16.86,0.0
CAT_2452,posible_demolicion,0.0,479.73,479.73,0.0,-479.73,0.0
CAT_2453,posible_demolicion,0.0,35.06,35.06,0.0,-35.06,0.0
CAT_2454,posible_demolicion,0.0,49.36,49.36,0.0,-49.36,0.0
CAT_2455,posible_demolicion,0.0,27.7,27.7,0.0,-27.7,0.0
CAT_2456,posible_demolicion,0.0,29.2,29.2,0.0,-29.2,0.0
CAT_2457,posible_demolicion,0.0,47.14,47.14,0.0,-47.14,0.0
CAT_2458,posible_demolicion,0.0,3.82,3.82,0.0,-3.82,0.0
CAT_2459,posible_demolicion,0.0,336.32,336.32,0.0,-336.32,0.0
CAT_2460,posible_demolicion,0.0,52.46,52.46,0.0,-52.46,0.0
CAT_2461,posible_demolicion,0.0,3.82,3.82,0.0,-3.82,0.0
CAT_2462,posible_demolicion,0.0,26.39,26.39,0.0,-26.39,0.0
CAT_2463,posible_demolicion,0.0,2.98,2.98,0.0,-2.98,0.0
CAT_2464,posible_demolicion,0.0,3.45,3.45,0.0,-3.45,0.0
CAT_2465,posible_demolicion,0.0,1.5,1.5,0.0,-1.5,0.0
